date,orig,error,dest,start_time,end_time,duration,economy_price,comfort_price,premier_price,check_again
08/03/2014,Manchester,False,Aberdeen,10:46AM,5:09PM,6:23:00,$200,$354,$354,False
07/26/2014,Norwich,False,London,8:00AM,9:55AM,1:55:00,$60,$49,,True
07/26/2014,Norwich,False,London,8:30AM,10:19AM,1:49:00,$46,$62,,True
07/26/2014,Norwich,False,London,9:00AM,10:55AM,1:55:00,$60,$62,,True
07/26/2014,Norwich,False,London,9:30AM,11:19AM,1:49:00,$46,$62,,True
07/26/2014,Norwich,False,London,10:00AM,11:55AM,1:55:00,$60,$62,,True
07/29/2014,Norwich,False,London,8:00AM,9:56AM,1:56:00,$60,$87,,True
07/29/2014,Norwich,False,London,8:30AM,10:19AM,1:49:00,$60,$62,,True
07/29/2014,Norwich,False,London,9:00AM,10:55AM,1:55:00,$60,$62,,True
07/29/2014,Norwich,False,London,9:30AM,11:19AM,1:49:00,$46,$49,,True
07/29/2014,Norwich,False,London,10:00AM,11:55AM,1:55:00,$46,$49,,True
08/03/2014,Norwich,False,London,8:00AM,10:03AM,2:03:00,$33,$49,,True
08/03/2014,Norwich,False,London,9:00AM,11:03AM,2:03:00,$46,$62,,True
08/03/2014,Norwich,False,London,9:03AM,11:30AM,2:27:00,$93,$193,,True
08/03/2014,Norwich,False,London,10:00AM,12:03PM,2:03:00,$46,$62,,True
08/03/2014,Norwich,False,London,10:03AM,12:29PM,2:26:00,$93,$193,,True
07/26/2014,Leeds,False,Bradford,8:08AM,8:26AM,0:18:00,$7,,,True
07/26/2014,Leeds,False,Bradford,8:10AM,8:31AM,0:21:00,$7,,,True
07/26/2014,Leeds,False,Bradford,8:18AM,8:38AM,0:20:00,$7,,,True
07/26/2014,Leeds,False,Bradford,8:25AM,8:53AM,0:28:00,$7,,,True
07/26/2014,Leeds,False,Bradford,8:35AM,8:57AM,0:22:00,$7,,,True
07/29/2014,Leeds,False,Bradford,8:05AM,8:24AM,0:19:00,$7,,,True
07/29/2014,Leeds,False,Bradford,8:10AM,8:31AM,0:21:00,$7,,,True
07/29/2014,Leeds,False,Bradford,8:20AM,8:40AM,0:20:00,$7,,,True
07/29/2014,Leeds,False,Bradford,8:35AM,8:55AM,0:20:00,$7,,,True
07/29/2014,Leeds,False,Bradford,8:40AM,9:00AM,0:20:00,$7,,,True
08/03/2014,Leeds,False,Bradford,7:59AM,8:21AM,0:22:00,$7,,,True
08/03/2014,Leeds,False,Bradford,8:18AM,8:38AM,0:20:00,$7,,,True
08/03/2014,Leeds,False,Bradford,8:34AM,8:54AM,0:20:00,$7,,,True
08/03/2014,Leeds,False,Bradford,8:51AM,9:11AM,0:20:00,$7,,,True
08/03/2014,Leeds,False,Bradford,9:08AM,9:30AM,0:22:00,$7,,,True
07/26/2014,Leeds,False,Glasgow,8:09AM,12:29PM,4:20:00,$179,$260,,True
07/26/2014,Leeds,False,Glasgow,8:20AM,12:37PM,4:17:00,$88,$260,$260,False
07/26/2014,Leeds,False,Glasgow,8:49AM,1:01PM,4:12:00,$81,$198,$198,False
07/26/2014,Leeds,False,Glasgow,9:08AM,1:19PM,4:11:00,$94,$94,$260,False
07/26/2014,Leeds,False,Glasgow,9:17AM,1:51PM,4:34:00,$179,$260,$260,False
07/29/2014,Leeds,False,Glasgow,8:17AM,12:29PM,4:12:00,$189,$260,,True
07/29/2014,Leeds,False,Glasgow,8:20AM,12:37PM,4:17:00,$189,$260,$260,False
07/29/2014,Leeds,False,Glasgow,8:49AM,1:01PM,4:12:00,$42,$87,$87,False
07/29/2014,Leeds,False,Glasgow,9:08AM,1:06PM,3:58:00,$181,$181,$260,False
07/29/2014,Leeds,False,Glasgow,9:17AM,1:37PM,4:20:00,$189,$260,$260,False
08/03/2014,Leeds,False,Glasgow,9:20AM,1:14PM,3:54:00,$92,$235,,True
08/03/2014,Leeds,False,Glasgow,10:08AM,2:09PM,4:01:00,$92,$235,,True
08/03/2014,Leeds,False,Glasgow,10:12AM,2:22PM,4:10:00,$88,$260,$260,False
08/03/2014,Leeds,False,Glasgow,10:57AM,3:02PM,4:05:00,$82,$122,$122,False
08/03/2014,Leeds,False,Glasgow,11:20AM,3:16PM,3:56:00,$81,$260,$260,False
07/26/2014,Norwich,False,Edinburgh,8:57AM,3:28PM,6:31:00,$229,$361,$361,False
07/26/2014,Norwich,False,Edinburgh,9:57AM,4:26PM,6:29:00,$229,$361,$361,False
07/26/2014,Norwich,False,Edinburgh,10:57AM,5:45PM,6:48:00,$229,$361,$361,False
07/26/2014,Norwich,False,Edinburgh,11:57AM,6:26PM,6:29:00,$229,$361,$361,False
07/29/2014,Norwich,False,Edinburgh,8:57AM,3:21PM,6:24:00,$257,$361,$361,False
07/29/2014,Norwich,False,Edinburgh,9:57AM,4:13PM,6:16:00,$229,$361,$361,False
07/29/2014,Norwich,False,Edinburgh,11:57AM,5:22PM,5:25:00,$229,$361,$361,False
08/03/2014,Norwich,False,Edinburgh,9:39AM,3:58PM,6:19:00,$229,$361,$361,False
08/03/2014,Norwich,False,Edinburgh,10:03AM,3:58PM,5:55:00,$229,$361,$361,False
08/03/2014,Norwich,False,Edinburgh,10:47AM,4:56PM,6:09:00,$229,$361,$361,False
08/03/2014,Norwich,False,Edinburgh,11:03AM,5:09PM,6:06:00,$118,$361,$361,False
07/26/2014,Southampton,False,Glasgow,8:00AM,3:01PM,7:01:00,$298,$560,$560,False
07/26/2014,Southampton,False,Glasgow,8:15AM,3:17PM,7:02:00,$263,$366,,True
07/26/2014,Southampton,False,Glasgow,9:00AM,4:01PM,7:01:00,$298,$560,$560,False
07/29/2014,Southampton,False,Glasgow,8:00AM,3:01PM,7:01:00,$298,$560,$560,False
07/29/2014,Southampton,False,Glasgow,8:15AM,3:17PM,7:02:00,$263,$366,,True
07/29/2014,Southampton,False,Glasgow,9:00AM,4:01PM,7:01:00,$298,$560,$560,False
08/03/2014,Southampton,False,Glasgow,9:25AM,5:00PM,7:35:00,$298,$560,$560,False
08/03/2014,Southampton,False,Glasgow,10:15AM,5:17PM,7:02:00,$263,$366,,True
08/03/2014,Southampton,False,Glasgow,10:25AM,6:01PM,7:36:00,$298,$243,$243,False
08/03/2014,Southampton,False,Glasgow,11:15AM,6:28PM,7:13:00,$263,$263,$366,False
07/26/2014,London,True,Jersey,,,,,,,False
07/29/2014,London,True,Jersey,,,,,,,False
08/03/2014,London,True,Jersey,,,,,,,False
07/26/2014,Leeds,True,Belfast,,,,,,,False
07/29/2014,Leeds,True,Belfast,,,,,,,False
08/03/2014,Leeds,True,Belfast,,,,,,,False
07/26/2014,Manchester,False,Edinburgh,8:46AM,12:22PM,3:36:00,$121,$239,$239,False
07/26/2014,Manchester,False,Edinburgh,8:57AM,1:04PM,4:07:00,$184,$289,$289,False
07/26/2014,Manchester,False,Edinburgh,10:16AM,1:26PM,3:10:00,$121,$239,,True
07/26/2014,Manchester,False,Edinburgh,10:46AM,2:22PM,3:36:00,$121,$239,$239,False
07/26/2014,Manchester,False,Edinburgh,10:57AM,3:04PM,4:07:00,$184,$289,$289,False
07/29/2014,Manchester,False,Edinburgh,8:44AM,12:22PM,3:38:00,$65,$174,$174,False
07/29/2014,Manchester,False,Edinburgh,8:57AM,1:05PM,4:08:00,$204,$289,$289,False
07/29/2014,Manchester,False,Edinburgh,9:26AM,1:22PM,3:56:00,$204,$289,$289,False
07/29/2014,Manchester,False,Edinburgh,10:16AM,1:26PM,3:10:00,$121,$239,,True
07/29/2014,Manchester,False,Edinburgh,10:46AM,2:22PM,3:36:00,$121,$239,$239,False
08/03/2014,Manchester,False,Edinburgh,9:16AM,12:34PM,3:18:00,$57,$101,,True
08/03/2014,Manchester,False,Edinburgh,9:57AM,1:57PM,4:00:00,$184,$289,$289,False
08/03/2014,Manchester,False,Edinburgh,10:46AM,2:19PM,3:33:00,$121,$239,$239,False
08/03/2014,Manchester,False,Edinburgh,10:57AM,2:56PM,3:59:00,$184,$289,$289,False
08/03/2014,Manchester,False,Edinburgh,11:06AM,3:18PM,4:12:00,$184,$289,$289,False
07/26/2014,Edinburgh,True,Belfast,,,,,,,False
07/29/2014,Edinburgh,True,Belfast,,,,,,,False
08/03/2014,Edinburgh,True,Belfast,,,,,,,False
07/26/2014,Edinburgh,False,Bristol,8:05AM,2:40PM,6:35:00,$246,$169,,True
07/26/2014,Edinburgh,False,Bristol,8:52AM,2:40PM,5:48:00,$191,$328,,True
07/26/2014,Edinburgh,False,Bristol,8:52AM,3:09PM,6:17:00,$191,$328,,True
07/26/2014,Edinburgh,False,Bristol,9:00AM,3:09PM,6:09:00,$240,$484,,True
07/26/2014,Edinburgh,False,Bristol,9:08AM,3:38PM,6:30:00,$246,$169,,True
07/29/2014,Edinburgh,True,Bristol,,,,,,,False
08/03/2014,Edinburgh,False,Bristol,9:08AM,4:14PM,7:06:00,$246,$169,,True
08/03/2014,Edinburgh,False,Bristol,10:08AM,5:08PM,7:00:00,$246,$169,,True
08/03/2014,Edinburgh,False,Bristol,10:51AM,5:08PM,6:17:00,$306,$328,,True
08/03/2014,Edinburgh,False,Bristol,11:05AM,6:13PM,7:08:00,$246,$169,,True
08/03/2014,Edinburgh,False,Bristol,11:30AM,7:18PM,7:48:00,$178,$178,$331,False
07/26/2014,London,False,Glasgow,8:30AM,1:01PM,4:31:00,$243,$255,,True
07/26/2014,London,False,Glasgow,9:30AM,2:01PM,4:31:00,$243,$255,,True
07/26/2014,London,False,Glasgow,9:43AM,3:17PM,5:34:00,$243,$290,,True
07/26/2014,London,False,Glasgow,10:30AM,3:01PM,4:31:00,$243,$290,,True
07/26/2014,London,False,Glasgow,11:30AM,4:01PM,4:31:00,$243,$290,,True
07/29/2014,London,True,Glasgow,,,,,,,False
08/03/2014,London,False,Glasgow,8:45AM,2:02PM,5:17:00,$144,$147,,True
08/03/2014,London,False,Glasgow,9:00AM,2:22PM,5:22:00,$121,$121,$187,False
08/03/2014,London,False,Glasgow,9:45AM,3:02PM,5:17:00,$144,$185,,True
08/03/2014,London,False,Glasgow,10:00AM,3:42PM,5:42:00,$121,$121,$230,False
08/03/2014,London,False,Glasgow,10:45AM,4:03PM,5:18:00,$144,$185,,True
07/26/2014,Rotterdam,False,London,8:58AM,11:57AM,2:59:00,$356,$376,$588,False
07/26/2014,Rotterdam,False,London,9:58AM,2:39PM,4:41:00,$432,$470,$773,False
07/26/2014,Rotterdam,False,London,10:58AM,3:30PM,4:32:00,$432,$470,$773,False
07/26/2014,Rotterdam,False,London,1:58PM,6:30PM,4:32:00,$432,$571,$773,False
07/26/2014,Rotterdam,False,London,1:58PM,6:09PM,4:11:00,$283,$304,$588,False
07/29/2014,Rotterdam,False,London,8:58AM,11:57AM,2:59:00,$283,$304,$588,False
07/29/2014,Rotterdam,False,London,9:58AM,2:03PM,4:05:00,$221,$304,$588,False
07/29/2014,Rotterdam,False,London,1:58PM,4:57PM,2:59:00,$201,$270,$588,False
08/03/2014,Rotterdam,False,London,10:58AM,3:30PM,4:32:00,$419,$457,$773,False
08/03/2014,Rotterdam,False,London,1:58PM,4:57PM,2:59:00,$356,$376,$588,False
